x y
0.000000000000000 5.14000000000000
0.00200000000000000 5.1400
0.00400000000000000 5.1428
0.00600000000000000 5.1484
0.00800000000000000 5.1563
0.0100000000000000 5.1656
0.0120000000000000 5.1759
0.0140000000000000 5.1866
0.0160000000000000 5.1976
0.0180000000000000 5.2086
0.0200000000000000 5.2196
0.0220000000000000 5.2305
0.0240000000000000 5.2413
0.0260000000000000 5.2520
0.0280000000000000 5.2626
0.0300000000000000 5.2730
0.0320000000000000 5.2833
0.0340000000000000 5.2935
0.0360000000000000 5.3036
0.0380000000000000 5.3135
0.0400000000000000 5.3234
0.0420000000000000 5.3331
0.0440000000000000 5.3428
0.0460000000000000 5.3523
0.0480000000000000 5.3618
0.0500000000000000 5.3712
0.0520000000000000 5.3805
0.0540000000000000 5.3897
0.0560000000000000 5.3988
0.0580000000000000 5.4079
0.0600000000000000 5.4169
0.0620000000000000 5.4259
0.0640000000000000 5.4348
0.0660000000000000 5.4436
0.0680000000000000 5.4524
0.0700000000000000 5.4611
0.0720000000000000 5.4697
0.0740000000000000 5.4784
0.0760000000000000 5.4869
0.0780000000000000 5.4955
0.0800000000000000 5.5040
0.0820000000000000 5.5124
0.0840000000000000 5.5208
0.0860000000000000 5.5292
0.0880000000000000 5.5375
0.0900000000000000 5.5458
0.0920000000000000 5.5541
0.0940000000000000 5.5623
0.0960000000000000 5.5705
0.0980000000000000 5.5787
0.100000000000000 5.5868
0.102000000000000 5.5949
0.104000000000000 5.6030
0.106000000000000 5.6111
0.108000000000000 5.6191
0.110000000000000 5.6271
0.112000000000000 5.6351
0.114000000000000 5.6431
0.116000000000000 5.6510
0.118000000000000 5.6590
0.120000000000000 5.6669
0.122000000000000 5.6748
0.124000000000000 5.6827
0.126000000000000 5.6905
0.128000000000000 5.6984
0.130000000000000 5.7062
0.132000000000000 5.7141
0.134000000000000 5.7219
0.136000000000000 5.7297
0.138000000000000 5.7375
0.140000000000000 5.7453
0.142000000000000 5.7530
0.144000000000000 5.7608
0.146000000000000 5.7685
0.148000000000000 5.7763
0.150000000000000 5.7840
0.152000000000000 5.7918
0.154000000000000 5.7995
0.156000000000000 5.8072
0.158000000000000 5.8149
0.160000000000000 5.8226
0.162000000000000 5.8304
0.164000000000000 5.8381
0.166000000000000 5.8458
0.168000000000000 5.8535
0.170000000000000 5.8612
0.172000000000000 5.8689
0.174000000000000 5.8766
0.176000000000000 5.8843
0.178000000000000 5.8920
0.180000000000000 5.8997
0.182000000000000 5.9074
0.184000000000000 5.9151
0.186000000000000 5.9229
0.188000000000000 5.9306
0.190000000000000 5.9383
0.192000000000000 5.9460
0.194000000000000 5.9538
0.196000000000000 5.9615
0.198000000000000 5.9693
0.200000000000000 5.9771
0.202000000000000 5.9848
0.204000000000000 5.9926
0.206000000000000 6.0004
0.208000000000000 6.0082
0.210000000000000 6.0160
0.212000000000000 6.0239
0.214000000000000 6.0317
0.216000000000000 6.0396
0.218000000000000 6.0474
0.220000000000000 6.0553
0.222000000000000 6.0632
0.224000000000000 6.0711
0.226000000000000 6.0791
0.228000000000000 6.0870
0.230000000000000 6.0950
0.232000000000000 6.1030
0.234000000000000 6.1110
0.236000000000000 6.1191
0.238000000000000 6.1271
0.240000000000000 6.1352
0.242000000000000 6.1433
0.244000000000000 6.1514
0.246000000000000 6.1596
0.248000000000000 6.1678
0.250000000000000 6.1760
0.252000000000000 6.1843
0.254000000000000 6.1926
0.256000000000000 6.2009
0.258000000000000 6.2092
0.260000000000000 6.2176
0.262000000000000 6.2260
0.264000000000000 6.2345
0.266000000000000 6.2430
0.268000000000000 6.2515
0.270000000000000 6.2601
0.272000000000000 6.2688
0.274000000000000 6.2774
0.276000000000000 6.2862
0.278000000000000 6.2949
0.280000000000000 6.3038
0.282000000000000 6.3127
0.284000000000000 6.3216
0.286000000000000 6.3306
0.288000000000000 6.3397
0.290000000000000 6.3489
0.292000000000000 6.3581
0.294000000000000 6.3674
0.296000000000000 6.3767
0.298000000000000 6.3862
0.300000000000000 6.3957
0.302000000000000 6.4054
0.304000000000000 6.4151
0.306000000000000 6.4249
0.308000000000000 6.4348
0.310000000000000 6.4449
0.312000000000000 6.4551
0.314000000000000 6.4654
0.316000000000000 6.4758
0.318000000000000 6.4864
0.320000000000000 6.4971
0.322000000000000 6.5080
0.324000000000000 6.5191
0.326000000000000 6.5304
0.328000000000000 6.5419
0.330000000000000 6.5537
0.332000000000000 6.5657
0.334000000000000 6.5780
0.336000000000000 6.5906
0.338000000000000 6.6035
0.340000000000000 6.6169
0.342000000000000 6.6307
0.344000000000000 6.6450
0.346000000000000 6.6598
0.348000000000000 6.6753
0.350000000000000 6.6913
0.352000000000000 6.7077
0.354000000000000 6.7231
0.356000000000000 6.7317
0.358000000000000 6.7187
0.360000000000000 6.6955
0.362000000000000 6.6732
0.364000000000000 6.6520
0.366000000000000 6.6318
0.368000000000000 6.6123
0.370000000000000 6.5933
0.372000000000000 6.5748
0.374000000000000 6.5566
0.376000000000000 6.5388
0.378000000000000 6.5211
0.380000000000000 6.5036
0.382000000000000 6.4863
0.384000000000000 6.4690
0.386000000000000 6.4517
0.388000000000000 6.4345
0.390000000000000 6.4172
0.392000000000000 6.3999
0.394000000000000 6.3824
0.396000000000000 6.3648
0.398000000000000 6.3470
0.400000000000000 6.3290
0.402000000000000 6.3107
0.404000000000000 6.2921
0.406000000000000 6.2730
0.408000000000000 6.2534
0.410000000000000 6.2331
0.412000000000000 6.2121
0.414000000000000 6.1900
0.416000000000000 6.1666
0.418000000000000 6.1414
0.420000000000000 6.1137
