x y
1.14000000000000 0.000000000000000
1.1400 -0.017609
1.1372 -0.035328
1.1315 -0.052263
1.1237 -0.067733
1.1143 -0.081485
1.1040 -0.093596
1.0932 -0.10428
1.0822 -0.11377
1.0712 -0.12227
1.0602 -0.12994
1.0493 -0.13693
1.0385 -0.14333
1.0278 -0.14923
1.0172 -0.15470
1.0067 -0.15979
0.99642 -0.16455
0.98622 -0.16901
0.97614 -0.17321
0.96617 -0.17718
0.95631 -0.18093
0.94655 -0.18449
0.93689 -0.18787
0.92732 -0.19108
0.91785 -0.19415
0.90846 -0.19707
0.89915 -0.19986
0.88991 -0.20254
0.88076 -0.20510
0.87167 -0.20755
0.86265 -0.20991
0.85369 -0.21217
0.84479 -0.21434
0.83595 -0.21643
0.82717 -0.21843
0.81844 -0.22036
0.80976 -0.22222
0.80113 -0.22401
0.79255 -0.22573
0.78401 -0.22739
0.77552 -0.22899
0.76707 -0.23053
0.75865 -0.23201
0.75028 -0.23344
0.74194 -0.23482
0.73363 -0.23615
0.72536 -0.23742
0.71712 -0.23865
0.70891 -0.23984
0.70073 -0.24098
0.69258 -0.24207
0.68445 -0.24313
0.67635 -0.24414
0.66828 -0.24511
0.66023 -0.24605
0.65220 -0.24694
0.64419 -0.24780
0.63620 -0.24862
0.62824 -0.24941
0.62029 -0.25016
0.61236 -0.25088
0.60445 -0.25156
0.59655 -0.25221
0.58867 -0.25283
0.58080 -0.25342
0.57295 -0.25397
0.56511 -0.25450
0.55728 -0.25499
0.54947 -0.25545
0.54166 -0.25589
0.53386 -0.25629
0.52608 -0.25667
0.51830 -0.25701
0.51053 -0.25733
0.50277 -0.25762
0.49502 -0.25788
0.48727 -0.25812
0.47953 -0.25832
0.47179 -0.25850
0.46405 -0.25866
0.45632 -0.25878
0.44860 -0.25888
0.44087 -0.25895
0.43315 -0.25900
0.42543 -0.25902
0.41771 -0.25901
0.40999 -0.25898
0.40226 -0.25892
0.39454 -0.25884
0.38681 -0.25873
0.37909 -0.25859
0.37136 -0.25843
0.36362 -0.25824
0.35588 -0.25802
0.34814 -0.25778
0.34039 -0.25751
0.33263 -0.25722
0.32487 -0.25690
0.31710 -0.25655
0.30933 -0.25618
0.30154 -0.25578
0.29374 -0.25535
0.28594 -0.25489
0.27812 -0.25441
0.27029 -0.25390
0.26245 -0.25336
0.25460 -0.25280
0.24673 -0.25220
0.23885 -0.25158
0.23096 -0.25093
0.22304 -0.25025
0.21512 -0.24954
0.20717 -0.24880
0.19921 -0.24803
0.19122 -0.24723
0.18322 -0.24640
0.17519 -0.24554
0.16715 -0.24464
0.15908 -0.24371
0.15099 -0.24275
0.14287 -0.24176
0.13473 -0.24073
0.12656 -0.23967
0.11836 -0.23857
0.11014 -0.23743
0.10188 -0.23626
0.093590 -0.23504
0.085269 -0.23379
0.076914 -0.23250
0.068523 -0.23117
0.060095 -0.22980
0.051629 -0.22838
0.043123 -0.22692
0.034575 -0.22541
0.025983 -0.22386
0.017346 -0.22226
0.0086618 -0.22061
-0.000071734 -0.21890
-0.0088567 -0.21714
-0.017695 -0.21533
-0.026590 -0.21346
-0.035543 -0.21153
-0.044558 -0.20954
-0.053637 -0.20748
-0.062783 -0.20536
-0.071999 -0.20316
-0.081289 -0.20089
-0.090656 -0.19855
-0.10011 -0.19612
-0.10964 -0.19360
-0.11927 -0.19100
-0.12899 -0.18830
-0.13881 -0.18549
-0.14874 -0.18258
-0.15878 -0.17956
-0.16894 -0.17641
-0.17923 -0.17312
-0.18966 -0.16969
-0.20023 -0.16611
-0.21096 -0.16236
-0.22185 -0.15843
-0.23293 -0.15429
-0.24420 -0.14992
-0.25569 -0.14531
-0.26741 -0.14042
-0.27939 -0.13520
-0.29164 -0.12963
-0.30421 -0.12363
-0.31712 -0.11714
-0.33042 -0.11005
-0.34415 -0.10224
-0.35838 -0.093532
-0.37315 -0.083651
-0.38853 -0.072197
-0.40452 -0.058513
-0.42093 -0.041436
-0.43674 -0.018782
-0.44729 0.013035
-0.43804 0.049557
-0.41507 0.069542
-0.39252 0.081376
-0.37115 0.089658
-0.35075 0.095893
-0.33110 0.10076
-0.31204 0.10464
-0.29345 0.10774
-0.27522 0.11021
-0.25728 0.11215
-0.23957 0.11363
-0.22204 0.11470
-0.20463 0.11540
-0.18730 0.11575
-0.17003 0.11577
-0.15275 0.11547
-0.13545 0.11486
-0.11809 0.11394
-0.10062 0.11270
-0.083017 0.11114
-0.065224 0.10924
-0.047200 0.10698
-0.028889 0.10433
-0.010229 0.10124
0.0088552 0.097667
0.028458 0.093524
0.048696 0.088706
0.069725 0.083058
0.091757 0.076342
0.11510 0.068173
0.14020 0.057865
0.16781 0.044009
0.19905 0.022942
0.23217 -0.019371
0.19322 -0.069415
0.16501 -0.073528
0.13798 -0.075670
0.11157 -0.076389
0.085394 -0.075922
0.059145 -0.074358
0.032517 -0.071679
0.0051767 -0.067761
-0.023306 -0.062336
-0.053549 -0.054874
-0.086573 -0.044243
-0.12433 -0.027470
-0.17029 0.0076561
